,Caption_Tokens,Label
1551,fest race based charging white people color ticket structure built insure sic people color provided equitable chance enjoying community black read listing payment structure received mixed calling racial segregation praising move ultimately abandoned scheme said violent make right wrong plain racist voice,0
1553,came across post racist administration building section border wall rather tax used repair build truly useful like high speed rail high speed one angry small minded racist directly say think want relevant ask voice mine engage keyboard hide behind private someone engage people like attempt discussion debate troll,0
1554,misogyny men superior thinking le say misogynistic cause honey worth,0
1555,today since passing equal pay act title since fair pay act gender wage gap remains nothing proof enduring culture ending illegal practice would cut poverty rate half boost national economy making even worse instead helping nation move forward close gender wage gap rampantly put indefinite hold important equal opportunity employment commission pay data collection initiative need compel rich white male apologist female take faceted approach wage gap ensure pay data race gender job category important equal pay initiative indefinitely pay discrimination continue thrive unchallenged secrecy failure move forward pay data collection effort would attack injured force make sure allow wage continue shortchange,0
1557,anna selling generally went also teach swift really well perhaps ruth great job generally problem good looking problem whatsoever mick jagger pharmacy last,0
1559,destroy wow like war guess gender history calm make u malfunction,0
1560,think would wear shirt buy print made response men encounter street tell regular basis seriously annoying told smile pretty smile girl day friendly gesture insulting condescending one exist pleasure smile demand finalize need think serial killer yes drew coloring kit digitally clipped vintage newspaper partner cool might look much like serial killer letter made think even effective like counter fact bad men use strategy write threatening letter,0
1561,stalking family satan driven like pop inner radar well hope communicate another threat passive aggressive since truly know hear read recount twisted reality victim complete avoidance reality truth whatsoever feel entire family guise fake concern text afterwards complete fabrication interaction blocked immediately shell entire experience tried walk away zero respect normal people want make scene cornered delusional grocery store stay away family psychopath hell nothing covered revealed hidden known luke,0
1562,wife mother purpose woman world matter without spouse hope creator image unknown please tag know credit respective owner follow u feminist daily content,0
1563,face demented lying cheating misogynist racist thieving egomaniac inferiority complex everyone break law one anywhere go hell incomprehensible,0
1565,surviving stressful burned bridge rebuilt overnight random incident ruined night glad could spend great afternoon berlin finish research cinematic glad could manage come back last day air afternoon entering small worn wooden door eat one best craving exploring basement actually dancing admiring old om random wait car pick u ridiculous world hot black coffee journey continued art catch book launch course work current share time whole book super thankful surrounded many amazing best version time get back work catching time til meet watch slide number,0
1566,doltish cousin want white woman charge massa instead gene pool obviously refuse speak associate anyone family needle say longer interact family lost racist going speak obviously thought mouth learned person word deceased father used say thing person truly word,0
1567,want defend wife wonderful smart person much genius husband starting coming know represent opinion people love men start seriously getting since insult president wife older husband beautiful classy love model u big stupid represent country badly,0
1568,bad actress mess messing hot water create trump accused also accused racist terrible said mental illness quote trump twitter,0
1569,thank everyone everyday see work give courage continue special shout saint work helping cause pushing forward message shut,0
1570,extensive research carefully statistic think may found blame abuse know never little lady find answer ready perpetrator right team first person blame crime perpetrator innocent thats right team blame abuse would thought,0
1571,good morning foot still still hiatus previous issue bit carry anything heavy stand due swelling working day field slave today,0
1572,victim blaming something sprung societal discussion modern age new phenomenon basic human error thinking victim blaming go daily yet often obvious victim blame video talk going difficult eradicate error victim blaming also start fixing true empathy human behind story,0
1573,white training straight as mouth everything told illustrative guarantee potential earnings officially making work fiction,0
1574,worth think much money political power wound bag air need,0
1576,calling prime minister nasty trump spoiled child thank friend cartoon idea always happy hear,0
1577,tiny first step toward maybe joining right side horrible situation joe walsh next actively fighting deny trump diseased white house another survive second term trump deep second civil war believe truly sorry,0
1578,never mind visual everything buy even though literally believe say god actually sense maybe animal responsible literally inspiring wonder special reign stupidity religious people actually read instead cherry context passing understand,0
1579,follow u via credit respective owner follow u feminist credit respective owner,0
1580,amazing art taken hazel mead showing ridiculous tax period come naturally cannot stopped natural bodily function chosen much alike loo dealing untaxed accessible carry loo roll around everywhere easily access free public period,0
1581,huge problem pro choice movement u seem think abortion bad right choose despite bad respect let people choice even belief truly respect however please understand abortion bad,0
1582,hit new low think could le respect lost lot respect losing respect,0
1583,king think rape incest standard operating procedure affect actual idea call demand shut misogynistic mouth call rep tell pressure old bigot leave office,0
1584,gone open secret opera world men rise become successful operate freely without fear judgment without worry losing without anticipation losing social standing investigation place,0
1585,primitive prejudice misogynist dear movie industry recently watched film directed h remake film back disclaimer post regarding movie choice pretty movie prejudice discrimination towards male patriarchy story around three young persuaded three dinner resort one mischievous forced onto one anything sexual stopped instinctively glass bottle beside head rushed hospital day decided threaten frightening landlord chase house spreading explicit picture one stalking even one car situation ended court three high class reputable background decided use whatever power change story stated sexual contact exchange money one bottle onto head story court show misogynistic men lawyer indirectly stated stereotypical discriminative woman come home late deserved whatever night woman unable meet financial likely prostitution woman guy friendly manner interested even inviting sex continuation comment section,0
1586,many men boycott captain marvel said diversity known men wonder,0
1587,name class falling love guy class school one classmate told family relationship informed father phone proved another way beaten stopped going school father lawyer profession soon normal would spend time would often ask join evening treat well happy loving father within month father father daughter trip hill station excited first time would go dinner room father place room making join force check still virgin took clothes froze sudden father twice night said good got home gifted virginity dad day soul father last year due cardiac attack account story ask permission,0
1588,read whole thing half start want wife mother fine narrative annoying,0
1589,still parole live world get walk away free someone self defense,0
1590,assuming someone gender hard time least cutting er slack white girl,0
1591,gross edit calling woman gross dragging even know celebrity culture like personally think gross double still surround sanctity marriage people loving sanctity marriage comparison people materialistic capitalistic,0
1592,sending shad moss cause standing need read latest article site link,0
1593,campaign trump tweet female opponent always part predator chief series horrific trump picture saying young daughter grand,0
1594,starting poster lot wrong depiction great story poem subordination attain identity prove worth regressive society heck identity despite major role led team poster nationalism poster boy main poster film,0
1595,trump said black congresswoman college degree experience trump many time color low stupid smart part predator chief series horrific trump picture saying young daughter grand,0
1596,week ago remote beach island today grey rainy dictatorship flat sewage run coffee worst come ever,0
1598,appreciation post everything u help tackle period poverty take moment celebrate protest,0
1599,prime minister racist misogynist care lower class country importantly incompetent feel bad queen prime minster,0
1600,baby brother ben faced sexual harassment stated film producer working sexual instructed camera operator flash genitals several producer near daily barrage sexual innuendo unwelcome fellow crew amazing latest film light life world existence wonder came amazing,0
1601,glad see chauvinistic misogynistic prick still exist mean imagine father diaper shock horror,0
1602,know period love regular like made amazing people help time month,0
1603,day tomorrow giving day known dissenter wait full scale back axis incompetence impotence,0
1604,plan b h w lost track back plan shipment de ago current fallback plan complete coming trump bragging could obliterate people day well come moment sooner high proof alcohol coping device dotard inept congress know country circling drain,0
1605,may recall troll came page beaten hole baby even though came onto page troll abuse made empty lost really got though cheap pay woman type treatment though embarrassed inability last case point toxic masculinity,0
1606,often people speak hate speech violent rhetoric brigade snowflake generation sensitive said take joke well sorry break funny joke sexual violence abuse discrimination harmful violence funny language powerful check latest article joke,0
1607,anything crave able pathological liar confusion chaos gaslighting nothing good bye go home taught minimize behavior calling immaturity twat boring lie like water air breathe,0
1608,company keep posted someone told pay attention context well context make le disgusting lot fun even said beautiful much many younger side doubt social life king clown fan somebody fan lying know automatically beautiful start kissing like magnet kiss even wait star let anything ever want grab em pussy anything,0
1609,company keep posted someone told pay attention context well context make le disgusting lot fun even said beautiful much many younger side doubt social life king clown fan somebody fan lying know automatically beautiful start kissing like magnet kiss even wait star let anything ever want grab em pussy anything,0
1610,someone told pay attention context well context make le disgusting lot fun even said beautiful much many younger side doubt social life king clown fan somebody fan lying know automatically beautiful start kissing like magnet kiss even wait star let anything ever want grab em pussy anything,0
1611,u equal employment opportunity commission written specific protect people mostly employment discrimination basis national origin agency responsible prohibit discrimination harassment based race color sex religion national origin age disability ethnic verbal physical conduct nationality illegal severe pervasive create hostile offensive working environment interfere work performance negatively affect job commission said describe harassment based national origin potentially unlawful conduct include taunting ethnic making fun person foreign accent like go back came whether made continued politics,0
1612,sometimes self care face mask bath chocolate bar short lasting sometimes think long term form really beneficial mental physical health happiness overall leave bigger impact another gorgeous important post,0
1613,trump rate solely said stern part predator chief series horrific trump picture saying young daughter grand,0
1614,true current political climate found artist unknown happen owner know owner beautiful piece art let u know give credit deserved,0
1615,via friend really take boasting groping hot microphone enough unsavory random little riding physical daughter stern enough chiding female assault made numerous attractive enough meet motivate sex slanderous fellow albeit female sworn uphold constitution like oath took response moral indignation home moral majority family legal term silent taken agree faith raised sin omission something abate wrong choose nothing guilty sin well hit nerve watch news try keep food much political gain worth value collective national soul line drawn sand,0
1616,awesome would high honor spend time amazing human day never judge based criminal political entity known think orthodox spoken anti b neither xenophobia anti,0
1617,misogynistic piece trash talk female unless male escort reason man would think like nothing sexual would able control sexual around guy,0
1618,men act enlightened still misogynistic really enlightened thank true powerful tired capable understanding ethical misogyny exception swipe read good,0
1619,silence republican part trump racist directed four color said go back came,0
1620,nick carter personification stuff went wrong toxic pop masculinity got drug addicted still accused several sexual made misogynistic relationship celebrated big party day funeral could join turn nick supporter trump commander chief many great amazing,0
1621,hike like girl friend tagged post shook core brief background man posted picture posing like girl sentence point today however found vagina gender non binary enough enough misogynistic right power opinion girl female human vagina gender non binary lower worth sick living world based sex le valued hate often female value often female reference car hate often le man hate change last name married hate stay home often expectation father stay home parent hate man ejaculation yes woman reading valued important change world live life best know want pose want hike want break upon go hike like human hike like person hike proudly explore proudly raise people good good hike like girl thank light community write,0
1622,describe ignorant man stupidity come mouth thing office president report,0
1623,usually keep quiet chief really curious today let one slide,0
1624,right beck faith want see soccer team go soccer weekend maybe wearing something scantily clad kissing would watch,0
1625,trump freshman go back came god would give time machine prevent trump liar actual birth back,0
1626,trump go back help fix totally broken crime came come back show u done ran got speaking right came born raised u fourth u child citizen,0
1627,met many misogynistic het gay male told go back hell belong lesson one theology take thump head deeply seeded misogyny come loose proceed step one complete scroll left,0
1628,wealthy bad case cop loving already say got legally steal merch company comic book character tho hate batman utility belt fresh infinite dot swag code percent,0
1629,absolute truth see one white person illegally u tomorrow ashamed,0
1631,today went walk talk getting child preschool went boardwalk lived area today taking walk boardwalk man verbally race born uterus expressed kindness towards empathy anger found tree later photo time divided yet juncture simply kind choose kindness choose care choose empathy way human verbally race sexual harm dude red white blue cap right feel boardwalk keep eye human,0
1632,remember passive aggressive way saying treat respect owe sex furthermore person acting respectful actually care beyond seeing sexual object meant pleasure,0
1633,purpose page empower men well crazy important educate empower support know oppressed long humankind unacceptable empowerment way king,0
1634,new protector future machine fighter painful life scarred take lot combat pain done live long time sacrificial role risk death save first suggestion always woman look someone physicality sensitive want woman could physically fit role emotionally well really came role worked harder anybody enlightened play like closet scare tough strong feminine trade certain strong see early give,0
1635,would love know police response anyone credit first video originally posted twitter aka second clip twitter knowledge,0
1636,plus counting thank spreading message still read go daily article singh disgusting celebration toxic masculinity,0
1637,list every time misogyny every cat call every insult every grope every manipulation every snide comment every passive aggressive behaviour remember going honest nothing exaggerated everything point white woman privilege read urge take second think like colour probably going tweet series never ending seem expiry date fed going quiet encourage,0
1638,bet know misandry cool stop calling men trash better work,0
1639,let borrow begin shaking table tagged historical context today world many learnt jump without critical historical thinking high level blinded u deep appreciation self ask feminism argue highly society subdued would say right absolutely yes present day due popularity literary male three view hardly good woman nature inferior men third would confess easily fell prey view inferior however subtly need special care attention however beginning mean beginning mean take instance mythology creation culture one mar god sent men simply today world populate earth one woman sun midst everything went wrong went back mar god made abundantly clear would continue fail unless involve woman social clear ancient admitted presence male chauvinism importantly depict inferior creation rather intellectually gifted believe popular thinking critical thinking told coming well well happy weekend,0
1640,according many pro best way stop abortion spot sex logic stop anything prevent divorce get married,0
1641,forgive bad screen shot grooving early fashion source family cult documentary probably quite good sister wife without self god husband interesting watch modern lot hurt lot lot hair,0
1642,girl listen pot piss manipulate way thing lady man come back giving silent treatment clown nowhere else go swear know let play even want somebody nothing one f k boy care lit man care nothing stay woke subscribe link education narcissistic abuse,0
1643,something made tonight like read main purpose sell advertising space giant fool u believe dollar tag cannot part stream without seriously care watch love despise world ago u define define identity run run,0
1644,c e seemingly look look like b u raised much p r e know better never work as shout v c l position see,0
1645,still still laughing still growing business later clapping back bullying back turquoise hair today bigotry received ago precisely color hair middle east biz also time post triggered hatred wearing jean keynote speech get read bigotry hatred bullying sort specially people hide behind need stop need speak call people cause need accountability work self worth shield rest life coz people come yah keep head high smile throw laugh two always told,0
1646,ago time go much since happy sad oh wait emotional wreck,0
1647,coffee thought kill waiting tram head home decide splurge ice blended coffee style stream consciousness writing flowing mind wait small chunk chocolate stuck straw done go man tram way town talking loudly phone repeatedly said woman left shut leave alone tomorrow handle sweat see photo truly butt hole nobody woman man gave disgusted look smug face stayed stop came leave tomorrow think woman woman hope let slide kick leave mark rest life remember woman go leave,0
1648,award misogynist day go guy decide amusing fact dick fact know new rifle revolution someone must history class day teacher taught liberty civil war female oh little thing suffrage movement literally international revolution know worry pretty little head leave menfolk whilst quietly serve tea make,0
1649,swipe oh look yet another top leader one world proven misogynistic oh yes lama want woman succeed sufficiently also back home people stop following religious transparently full literally religion feminist throw rest away,0
1650,someone ross best character hi everyone sorry back hate ross ever let begin,0
1651,latest street essay rose big tent big tent movement welcome white lot many comment explore bit ly,0
1652,know recall seeing growing fierce female friendship comradery let alone loud quiet phenomenon unchecked easily mean woman rampant turn whole thing wherein many amazing distrust one another enact disconnection rather leaning one another understandable living render second class invisible begin pitted one another men let alone seen whole complex delightful process realizing becoming queer woman unnecessarily difficult lot u entering queer scene big communal welcome home hug everyone like powerful show many done much simply delightful thereby giving permission much power whether straight whatever label resonate power want need work real life right mighty undoing purging poisonous system well quote article divide girl must end pollack medium girl must end broad city,0
1653,yelling go back another human need find seat shut pledge stand silently white aka religious right hateful ignorant current authoritarian regime harass attack decent people behavior hate regularly king clown evil place rather live next undocumented trump supporter,0
1654,exactly congress sit silence yet still sad beginning end democracy silent complacent death remember never bother vote gave u republican congress president,0
1655,twenty two counting unlike president ever molester despicable narcissist misogynist boorish liar corrupt,0
1656,one history like time also woman back many argue erased theory relativity one speaking misogynist ridiculous way silenced broke relationship successful amazing,0
1657,never actually understand little boy brain remember moving age hit puberty new girl town hide name raised see anything sexual human body life remember starting school making coming oh exotic hear best age idea piece meat next thing know bathroom written slut paint remember sitting wondering actually never flirting people want become actually get dirt people automatically idea without ever getting know knowing appearance genuinely hurt sense still get people thing make feel bigger stomp someone dirt actually never made sense remember meeting people first time would start telling never even know come know know get someone appearance whole story genuinely get little dick energy real hate gone,0
1658,hearing lot tory leadership really appreciate inhumane hell genitals rather lovely actually detail forthcoming,0
1659,worked large gallery ten never say supposed talk stuff go however got something good say whoever think giving much away say employer money since lot get gallery stance spot get keep easier said done lower ever privately total sympathy sure top brass mind seen many polite quiet non violent left absolutely mess behind told never touch calmly let get peaceful protest know make sure public never danger come harm protester way mark field totally unprofessional picture uncredited taken weekend hunt read full article one week ago hunt thing face day account kiss post first image gove scroll along see unprofessional incident also foreign secretary partner actually happy,0
1660,something brighten feed least slowly devastating almost decade long war follow,0
1661,trump war know damn well russia first attack u along attack u immediately attack know much hate saying trump single responsible starting world war trump right follow,0
1662,decide hairy really asinine profile someone special get day beloved want respond idiot comment beg name,0
1663,anything crave able pathological liar confusion chaos gaslighting nothing good bye go home taught minimize behavior calling immaturity twat boring lie like water air breathe,0
1664,company keep posted someone told pay attention context well context make le disgusting lot fun even said beautiful much many younger side doubt social life king clown fan somebody fan lying know automatically beautiful start kissing like magnet kiss even wait star let anything ever want grab em pussy anything,0
1665,company keep posted someone told pay attention context well context make le disgusting lot fun even said beautiful much many younger side doubt social life king clown fan somebody fan lying know automatically beautiful start kissing like magnet kiss even wait star let anything ever want grab em pussy anything,0
1666,someone told pay attention context well context make le disgusting lot fun even said beautiful much many younger side doubt social life king clown fan somebody fan lying know automatically beautiful start kissing like magnet kiss even wait star let anything ever want grab em pussy anything,0
1667,u equal employment opportunity commission written specific protect people mostly employment discrimination basis national origin agency responsible prohibit discrimination harassment based race color sex religion national origin age disability ethnic verbal physical conduct nationality illegal severe pervasive create hostile offensive working environment interfere work performance negatively affect job commission said describe harassment based national origin potentially unlawful conduct include taunting ethnic making fun person foreign accent like go back came whether made continued politics,0
1668,sometimes self care face mask bath chocolate bar short lasting sometimes think long term form really beneficial mental physical health happiness overall leave bigger impact another gorgeous important post,0
1669,trump rate solely said stern part predator chief series horrific trump picture saying young daughter grand,0
1670,true current political climate found artist unknown happen owner know owner beautiful piece art let u know give credit deserved,0
1671,via friend really take boasting groping hot microphone enough unsavory random little riding physical daughter stern enough chiding female assault made numerous attractive enough meet motivate sex slanderous fellow albeit female sworn uphold constitution like oath took response moral indignation home moral majority family legal term silent taken agree faith raised sin omission something abate wrong choose nothing guilty sin well hit nerve watch news try keep food much political gain worth value collective national soul line drawn sand,0
1672,awesome would high honor spend time amazing human day never judge based criminal political entity known think orthodox spoken anti b neither xenophobia anti,0
1673,misogynistic piece trash talk female unless male escort reason man would think like nothing sexual would able control sexual around guy,0
1674,men act enlightened still misogynistic really enlightened thank true powerful tired capable understanding ethical misogyny exception swipe read good,0
1675,silence republican part trump racist directed four color said go back came,0
1676,nick carter personification stuff went wrong toxic pop masculinity got drug addicted still accused several sexual made misogynistic relationship celebrated big party day funeral could join turn nick supporter trump commander chief many great amazing,0
1677,hike like girl friend tagged post shook core brief background man posted picture posing like girl sentence point today however found vagina gender non binary enough enough misogynistic right power opinion girl female human vagina gender non binary lower worth sick living world based sex le valued hate often female value often female reference car hate often le man hate change last name married hate stay home often expectation father stay home parent hate man ejaculation yes woman reading valued important change world live life best know want pose want hike want break upon go hike like human hike like person hike proudly explore proudly raise people good good hike like girl thank light community write,0
1678,describe ignorant man stupidity come mouth thing office president report,0
1679,usually keep quiet chief really curious today let one slide,0
1680,right beck faith want see soccer team go soccer weekend maybe wearing something scantily clad kissing would watch,0
1681,trump freshman go back came god would give time machine prevent trump liar actual birth back,0
1682,trump go back help fix totally broken crime came come back show u done ran got speaking right came born raised u fourth u child citizen,0
1683,met many misogynistic het gay male told go back hell belong lesson one theology take thump head deeply seeded misogyny come loose proceed step one complete scroll left,0
1684,wealthy bad case cop loving already say got legally steal merch company comic book character tho hate batman utility belt fresh infinite dot swag code percent,0
1685,absolute truth see one white person illegally u tomorrow ashamed,0
1687,today went walk talk getting child preschool went boardwalk lived area today taking walk boardwalk man verbally race born uterus expressed kindness towards empathy anger found tree later photo time divided yet juncture simply kind choose kindness choose care choose empathy way human verbally race sexual harm dude red white blue cap right feel boardwalk keep eye human,0
1688,remember passive aggressive way saying treat respect owe sex furthermore person acting respectful actually care beyond seeing sexual object meant pleasure,0
1689,purpose page empower men well crazy important educate empower support know oppressed long humankind unacceptable empowerment way king,0
1690,new protector future machine fighter painful life scarred take lot combat pain done live long time sacrificial role risk death save first suggestion always woman look someone physicality sensitive want woman could physically fit role emotionally well really came role worked harder anybody enlightened play like closet scare tough strong feminine trade certain strong see early give,0
1691,would love know police response anyone credit first video originally posted twitter aka second clip twitter knowledge,0
1692,plus counting thank spreading message still read go daily article singh disgusting celebration toxic masculinity,0
1693,list every time misogyny every cat call every insult every grope every manipulation every snide comment every passive aggressive behaviour remember going honest nothing exaggerated everything point white woman privilege read urge take second think like colour probably going tweet series never ending seem expiry date fed going quiet encourage,0
1694,bet know misandry cool stop calling men trash better work,0
1695,let borrow begin shaking table tagged historical context today world many learnt jump without critical historical thinking high level blinded u deep appreciation self ask feminism argue highly society subdued would say right absolutely yes present day due popularity literary male three view hardly good woman nature inferior men third would confess easily fell prey view inferior however subtly need special care attention however beginning mean beginning mean take instance mythology creation culture one mar god sent men simply today world populate earth one woman sun midst everything went wrong went back mar god made abundantly clear would continue fail unless involve woman social clear ancient admitted presence male chauvinism importantly depict inferior creation rather intellectually gifted believe popular thinking critical thinking told coming well well happy weekend,0
1696,according many pro best way stop abortion spot sex logic stop anything prevent divorce get married,0
1697,forgive bad screen shot grooving early fashion source family cult documentary probably quite good sister wife without self god husband interesting watch modern lot hurt lot lot hair,0
1698,girl listen pot piss manipulate way thing lady man come back giving silent treatment clown nowhere else go swear know let play even want somebody nothing one f k boy care lit man care nothing stay woke subscribe link education narcissistic abuse,0
1699,something made tonight like read main purpose sell advertising space giant fool u believe dollar tag cannot part stream without seriously care watch love despise world ago u define define identity run run,0
1700,c e seemingly look look like b u raised much p r e know better never work as shout v c l position see,0
1701,still still laughing still growing business later clapping back bullying back turquoise hair today bigotry received ago precisely color hair middle east biz also time post triggered hatred wearing jean keynote speech get read bigotry hatred bullying sort specially people hide behind need stop need speak call people cause need accountability work self worth shield rest life coz people come yah keep head high smile throw laugh two always told,0
1702,ago time go much since happy sad oh wait emotional wreck,0
1703,coffee thought kill waiting tram head home decide splurge ice blended coffee style stream consciousness writing flowing mind wait small chunk chocolate stuck straw done go man tram way town talking loudly phone repeatedly said woman left shut leave alone tomorrow handle sweat see photo truly butt hole nobody woman man gave disgusted look smug face stayed stop came leave tomorrow think woman woman hope let slide kick leave mark rest life remember woman go leave,0
1704,award misogynist day go guy decide amusing fact dick fact know new rifle revolution someone must history class day teacher taught liberty civil war female oh little thing suffrage movement literally international revolution know worry pretty little head leave menfolk whilst quietly serve tea make,0
1705,swipe oh look yet another top leader one world proven misogynistic oh yes lama want woman succeed sufficiently also back home people stop following religious transparently full literally religion feminist throw rest away,0
1706,someone ross best character hi everyone sorry back hate ross ever let begin,0
1707,latest street essay rose big tent big tent movement welcome white lot many comment explore bit ly,0
1708,know recall seeing growing fierce female friendship comradery let alone loud quiet phenomenon unchecked easily mean woman rampant turn whole thing wherein many amazing distrust one another enact disconnection rather leaning one another understandable living render second class invisible begin pitted one another men let alone seen whole complex delightful process realizing becoming queer woman unnecessarily difficult lot u entering queer scene big communal welcome home hug everyone like powerful show many done much simply delightful thereby giving permission much power whether straight whatever label resonate power want need work real life right mighty undoing purging poisonous system well quote article divide girl must end pollack medium girl must end broad city,0
1709,yelling go back another human need find seat shut pledge stand silently white aka religious right hateful ignorant current authoritarian regime harass attack decent people behavior hate regularly king clown evil place rather live next undocumented trump supporter,0
1710,exactly congress sit silence yet still sad beginning end democracy silent complacent death remember never bother vote gave u republican congress president,0
1711,twenty two counting unlike president ever molester despicable narcissist misogynist boorish liar corrupt,0
1712,one history like time also woman back many argue erased theory relativity one speaking misogynist ridiculous way silenced broke relationship successful amazing,0
1713,never actually understand little boy brain remember moving age hit puberty new girl town hide name raised see anything sexual human body life remember starting school making coming oh exotic hear best age idea piece meat next thing know bathroom written slut paint remember sitting wondering actually never flirting people want become actually get dirt people automatically idea without ever getting know knowing appearance genuinely hurt sense still get people thing make feel bigger stomp someone dirt actually never made sense remember meeting people first time would start telling never even know come know know get someone appearance whole story genuinely get little dick energy real hate gone,0
1714,hearing lot tory leadership really appreciate inhumane hell genitals rather lovely actually detail forthcoming,0
1715,worked large gallery ten never say supposed talk stuff go however got something good say whoever think giving much away say employer money since lot get gallery stance spot get keep easier said done lower ever privately total sympathy sure top brass mind seen many polite quiet non violent left absolutely mess behind told never touch calmly let get peaceful protest know make sure public never danger come harm protester way mark field totally unprofessional picture uncredited taken weekend hunt read full article one week ago hunt thing face day account kiss post first image gove scroll along see unprofessional incident also foreign secretary partner actually happy,0
1716,something brighten feed least slowly devastating almost decade long war follow,0
1717,trump war know damn well russia first attack u along attack u immediately attack know much hate saying trump single responsible starting world war trump right follow,0
1718,decide hairy really asinine profile someone special get day beloved want respond idiot comment beg name,0
1719,character singh basically entire arc film somehow make negativity attractive explain away unconventional find redemption despite unforgivable way remake unapologetic celebration toxic masculinity watched arjun reddy celebration misogynistic infantile bully hero singh felt like doubly suffocating experience one feel least headstrong graceful two beholden alright bring sense balance man woman game woman agency whatsoever treat watch screen actually given movie property marked man meekly always masochistic bear violent way later love despite everything apparently protector entire film dependent performance star however good might living trauma angst character still get away sickening male entitlement think meant sacrificial male altar proprietary behaviour men think woman desire must return sentiment keep waiting film answer never come kind film fact per intense love singh unmistakably misogynistic film sad part exactly troubling peddle intense love great idea man woman dynamic love story well tell another one end rant source express today,0
1720,love post help get rid irritating painful anyone else anything worked put,0
1721,proving human garbage yesterday post designer photo set wearing brand approximate translation time finally came la wore county want guarantee nobody given anything free money la slang word basically human toilet say someone ugly f k post time file brand along woman misogynist looking swipe lame as apology plus hypocrisy,0
1722,proving human garbage yesterday post designer photo set wearing brand approximate translation time finally came la wore county want guarantee nobody given anything free money la slang word basically human toilet say someone ugly f k post time file brand along woman misogynist looking swipe lame as apology plus hypocrisy,0
1723,stunning admission trump told news problem dirt political opponent foreign power trump think take help foreign government future,0
1724,energy apologize inactive account lately honest go account frustration excitement love able platform voice sometimes feel bad news horrible medium people reach heartbreaking say reach always offer support advice account take slight toll mental health fact coupled fact summer vacation active wish could post often pretty soon maybe post every day thank understanding,0
1725,men blocked dude case wondering handle like desperate pretend men oppressed intentionally flip reality head far gone every every,0
1726,reclaim use plain simple historically people oppressed known reclaim used towards reclamation reappropriation used form empowerment many continue use whether dehumanize reclaim insulting disgraceful non black people non black men bitch straight people social reclaim mindful language use effect respect right use used check privilege insert,0
1727,accidental collection vintage misogyny thanks latest addition clothes make man piece scroll see greeting card clearly long thing,0
1728,time trump proved dotard dotard read incoherent trump speech transcript,0
1729,must fight safe everywhere continue challenge abortion street let take away without fight go back fight back inspiration piece,0
1730,funny historically known community sudden support might sound crazy maybe maybe money follow,0
1731,perfect description covert narcissist straightforward overview operate sans real trauma misfortune ever knowing evil experienced beyond humanly imaginable case know fact dealing psychopath covertly evil guise prince charming incredible channel unwind monster dealing know matter pathological demon masterfully rewrite history self absolve cannot ever chance hell portray well aware use fake social medium stalk prey former future figure late,0
1732,pansy u write note dodge draft heel call heel spur like along tendinitis surgery tell fact way god green earth able wear hard leather dress everyday walk way punk as bitch misogynistic coward wait judgment day hope alive hell,0
1733,couple brutally bus refusing kiss men sexually beaten group four men,0
1734,report style format without political commentary due wide public interest report investigation interference presidential election project belief quality audio report available anyone hear hidden behind require subscription u sitting read report page page unrealistic report available piece piece anyone access listen manageable connected special counsel investigation,0
1735,understand might coincide religious mean get deny basic human people identify absolutely vile disgusting follow,0
1736,poor helpless oppressed stupid spoiled rich white need save patriarchy cruelly rewarding stupidity criminal behavior,0
1737,course sold soul backing trump political party whatever either defend deny work trump unleashed thing country offer mix racism xenophobia misogyny fake fake patriotism led denial science data truth party stay woke people,0
1738,abortion opinion get judge simple drink alcohol smoke destroy fine judge ruin liver removed dare try judge anyone removing part without convent woman life,0
1739,right sir statesman army officer writer prime minister war leader defender liberal democracy shall never surrender left quite chubby,0
1740,moron gym made friend feel pant spouting rubbish gym saying stick think find squatted chest curled twice keep misogynistic yes work full body one workout,0
1741,ahead state visit president trump hit back duchess previous criticism election new royal duchess longer supposed making show political favor back free speak mind course trump divisive said interview nightly show larry back actor think female alone right born misogynistic vocal said considering canada newspaper sun past trump said unaware criticism know said say know nasty,0
1742,public outrage social medium covering one willing speak china follow,0
1743,go thrive forest going town month woman would break fast,0
1744,oh one chilled dog chilled know trump way trump like good keep nose business f k racist misogynistic twat oh see,0
1745,leadership democratic party intellectual top wow waterfall animalistic speaker trump,0
1746,due season many come contact man g suitor inadvertently person ever intended exist final version season likely due obvious design similarity character joe fox family guy presume g merely intended exist never make actual show encounter g corrupt story progress thankfully made unscathed also supposedly turn misogynist big good riddance,0
1747,trump considering pardoning service mainly white men war murder brutality said teach great fight sometime get really unfairly really land free straight white men trump female sexual assault people acceptable grab without consent would mean could face death sentence pregnancy yet people like navy seal deliberately could use insight look people likely involved gang violence youth still likely commit suicide straight able see clear everyone straight white male consider might,0
